City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
800,Trelew,AR,61.23,broken clouds,-43.249,-65.3051,Hotel Touring Club
803,Santa Cecilia,BR,60.01,broken clouds,-26.9608,-50.4269,Hotel Italiano
805,Ukiah,US,67.44,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
811,Tocache,PE,73.67,overcast clouds,-8.1842,-76.5125,Hotel Ortiz
812,Tsaratanana,MG,72.99,few clouds,-16.7833,47.65,
814,Kimparana,ML,77.61,few clouds,12.8347,-4.9244,
821,Omboue,GA,78.57,overcast clouds,-1.5746,9.2618,Hotel Olako
823,Pekan,MY,73.51,overcast clouds,3.4836,103.3996,Pekan Budget Hotel
828,Jiwani,PK,71.47,clear sky,25.05,61.7417,Al Mumtaz Transport Jiwani
829,Paita,PE,73.0,broken clouds,-5.0892,-81.1144,Hotel Náutico de Paita
830,Aden,YE,76.53,scattered clouds,12.7794,45.0367,Sama Emirate Hotel
832,Djenne,ML,76.35,clear sky,13.9061,-4.5533,Hôtel Chez Baba
833,Siocon,PH,78.22,scattered clouds,7.7061,122.1353,ABS Hotel
834,Starkville,US,60.46,clear sky,33.4504,-88.8184,Hilton Garden Inn Starkville
835,Ler,SS,74.12,overcast clouds,8.3018,30.1418,
836,Boueni,YT,78.78,clear sky,-12.9025,45.0761,The feet in water
837,Padang,ID,73.45,very heavy rain,-0.9492,100.3543,Mercure Padang
840,Grand Baie,MU,79.27,overcast clouds,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
842,Portel,BR,74.05,overcast clouds,-1.9356,-50.8211,Kitnet do Marcos
843,Markala,ML,77.32,clear sky,13.7021,-6.0659,Hôtel Igor
847,Candido De Abreu,BR,68.52,broken clouds,-24.5669,-51.3333,Hotel Recanto
852,Catende,BR,74.57,broken clouds,-8.6667,-35.7167,Abrigo Santo Antonio
853,Tocopilla,CL,67.69,clear sky,-22.092,-70.1979,Hotel Galvarino
854,Pascagoula,US,60.85,clear sky,30.3658,-88.5561,Regency Inn
855,Houma,US,63.0,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
856,Itaituba,BR,74.19,overcast clouds,-4.2761,-55.9836,Hotel Campos
857,Diamantino,BR,71.8,moderate rain,-14.4086,-56.4461,Hotel Delta
859,Rujewa,TZ,62.73,broken clouds,-8.7,34.3833,Mafanikio Inn Lodge
862,George,ZA,67.55,overcast clouds,-33.963,22.4617,Protea Hotel by Marriott George King George
863,Terra Rica,BR,74.17,broken clouds,-22.7094,-52.6169,Victor Hotel
864,North Las Vegas,US,66.34,clear sky,36.1989,-115.1175,Plaza Hotel & Casino
866,Mlimba,TZ,71.56,light rain,-8.8,35.8167,California Lodge
868,Dwarka,IN,69.76,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
871,The Valley,AI,78.66,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
876,Yaring,TH,71.64,scattered clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
877,Sulphur,US,66.18,clear sky,30.2366,-93.3774,Fairfield Inn & Suites by Marriott Lake Charles Sulphur
878,Balabac,PH,79.9,few clouds,7.9868,117.0645,Sing and Swing Lodge
882,Atar,MR,79.61,overcast clouds,20.5169,-13.0499,Oumou Elghoura
886,Taloc,PH,78.31,scattered clouds,10.5722,122.8967,Florentina Tourist Inn
888,Hirara,JP,60.66,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
889,Kantunilkin,MX,71.44,overcast clouds,21.0917,-87.45,Posada Paraiso
891,Quthing,LS,67.19,light rain,-30.4,27.7003,Mountainside Hotel
894,Manokwari,ID,79.09,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
897,Kangundo,KE,67.1,overcast clouds,-1.2979,37.3471,Kmercy Suites
898,Terra Santa,BR,76.21,overcast clouds,-2.1042,-56.4869,Hotel Sarah
900,Baculin,PH,78.19,overcast clouds,7.4525,126.5842,Baculin Cove Beach Resort
904,Boyolangu,ID,76.03,overcast clouds,-8.1181,111.8935,Yos ega cv
905,Araouane,ML,71.89,scattered clouds,18.9048,-3.5265,
909,Dunmore Town,BS,64.94,overcast clouds,25.5,-76.65,Coral Sands Hotel
910,Hobyo,SO,76.57,light rain,5.3505,48.5268,Halane Hotel and Restaurent
911,Biak,ID,77.27,overcast clouds,-0.9131,122.8766,Penginapan Kim
912,Ouallam,NE,70.75,clear sky,14.3188,2.0866,
913,Bara,NG,68.49,overcast clouds,10.3744,10.7288,
914,Tonj,SS,72.9,overcast clouds,7.2737,28.6822,Lakan Hotel
917,Kimberley,ZA,65.89,overcast clouds,-28.7323,24.7623,Welgewandel Guesthouse
918,Camana,PE,71.94,scattered clouds,-16.6228,-72.7111,Hostal Morales
919,Dakoro,NE,61.59,clear sky,14.5106,6.765,Shagon mai liverpool
925,Cururupu,BR,74.64,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
927,Mwingi,KE,66.2,overcast clouds,-0.9344,38.0601,Thorn Tree by The Address
929,San Andres,CO,78.82,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
930,Cavalcante,BR,67.98,overcast clouds,-13.7975,-47.4583,Pousada Vila dos Ipês
931,Pareora,NZ,75.18,clear sky,-44.4871,171.2132,
934,Palembang,ID,77.09,mist,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
935,Bom Jesus,BR,73.11,scattered clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
952,Korhogo,CI,74.98,broken clouds,9.45,-5.6333,Hôtel Tchinbota
955,Cotonou,BJ,78.6,overcast clouds,6.3654,2.4183,Novotel Cotonou Orisha
958,Zaraza,VE,77.79,broken clouds,9.3503,-65.3245,Hotel Zaraza
959,Salinas,US,68.04,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
960,Ilo,PE,69.87,few clouds,-17.6394,-71.3375,Torreblanca Hotel
961,Manavalakurichi,IN,78.89,clear sky,8.1333,77.3,Jebinrio home
968,Ranau,MY,70.45,overcast clouds,5.9538,116.6641,The Second Room
970,Jacareacanga,BR,71.58,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
972,Laguna,US,66.43,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
975,Brownsville,US,69.91,overcast clouds,25.9018,-97.4975,University Inn & Suites
976,Butembo,CD,62.01,overcast clouds,0.15,29.2833,Hotel Butembo
977,Rio Grande,BR,74.95,few clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
979,Prado,BR,79.21,few clouds,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
983,Mumford,GH,78.53,overcast clouds,5.2618,-0.759,Spanish Villa
985,Kalmunai,LK,76.19,scattered clouds,7.4167,81.8167,VS Villa
989,Bandar,ID,70.61,overcast clouds,2.05,99.75,
997,Uvinza,TZ,66.2,overcast clouds,-5.1036,30.3911,Crown Lodge
998,Gorom-Gorom,BF,72.27,clear sky,14.4439,-0.2361,
1001,Igurubi,TZ,66.47,light rain,-4.0,33.7,
1002,Kilindoni,TZ,79.86,light rain,-7.9139,39.6668,Bustani B&B
1004,Kampong Cham,KH,73.11,few clouds,11.9934,105.4635,7 Makara Hotel
1005,Cabinda,AO,78.67,light rain,-5.55,12.2,Hotel Maiombe
1007,Kourou,GF,79.11,few clouds,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
1008,Kindu,CD,71.92,overcast clouds,-2.95,25.95,Résidence Okanda
1009,Ridgecrest,US,65.68,clear sky,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
1013,Djougou,BJ,73.4,broken clouds,9.7085,1.666,Hotel cathas
1017,Manjeshwar,IN,76.15,clear sky,12.7194,74.8861,Mangalore Beach House - EWA Ikigai
1018,Pacific Grove,US,67.62,clear sky,36.6177,-121.9166,Lovers Point Inn
1019,Capim Grosso,BR,74.66,scattered clouds,-11.3811,-40.0128,Hotel Veloso
1022,Toamasina,MG,73.4,scattered clouds,-18.1667,49.3833,Hotel H1
1024,Bosaso,SO,72.64,broken clouds,11.2842,49.1816,Red Sea Hotel
1027,Wasco,US,66.27,clear sky,35.5941,-119.341,Best Western Plus Wasco Inn & Suites
1036,Port Lincoln,AU,71.31,scattered clouds,-34.7333,135.8667,Port Lincoln Hotel
1040,Kualakapuas,ID,77.16,overcast clouds,-3.0091,114.3876,Guest House Izonk
1041,Lake Charles,US,66.18,clear sky,30.2131,-93.2044,La Quinta Inn & Suites by Wyndham Lake Charles Casino Area
1044,Diego De Almagro,CL,65.19,clear sky,-26.3667,-70.05,hotel luna del desierto
1045,Rio Claro,BR,68.4,moderate rain,-22.4114,-47.5614,Hotel Vivendas Rio Claro by Atlantica
1046,Mocajuba,BR,73.35,overcast clouds,-2.5842,-49.5072,Hotel Saylon Mocajuba
1047,Nuevo Progreso,MX,74.59,scattered clouds,23.1667,-97.95,Balneario Rio el Paraiso
1050,Oistins,BB,77.09,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
1053,Otane,NZ,70.02,broken clouds,-39.8833,176.6333,Ludlow Farmstay
1061,Kita,ML,76.46,scattered clouds,13.0349,-9.4895,Hôtel Chat Rouge
1063,Mahanoro,MG,72.55,clear sky,-19.9,48.8,BUNGALOW MAHAMANINA
1064,Matara,LK,74.34,scattered clouds,5.9485,80.5353,Amaloh Boutique Resort
1066,Bac Lieu,VN,77.29,scattered clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
1070,Luwuk,ID,78.48,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
1073,Galesong,ID,77.02,overcast clouds,-5.3166,119.3661,Sapriadi Appy
1077,Tibu,CO,75.42,broken clouds,8.639,-72.7358,Hotel Yuliana's
1078,Nandgaon,IN,62.58,clear sky,20.3167,74.65,"Girl's hostel, Nandgaon"
1082,Ambilobe,MG,73.85,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
1083,Luena,AO,62.65,overcast clouds,-11.7833,19.9167,Hotel Kandamba
1089,Chimore,BO,79.05,overcast clouds,-16.9833,-65.1333,Bichito
1091,Gambela,ET,79.68,broken clouds,8.25,34.5833,Solomon Debebe Hotel
1100,Kasempa,ZM,64.36,light rain,-13.4584,25.8338,Lolelunga Forest Reserve
1103,Buriti Bravo,BR,72.05,few clouds,-5.8372,-43.8336,Hotel Fazenda
1105,Ghanzi,BW,68.05,overcast clouds,-21.5667,21.7833,Ghanzi Farmhouse
1114,Itarantim,BR,72.84,broken clouds,-15.6597,-40.0656,Pousada Buterfly
1119,Iquique,CL,71.64,clear sky,-20.2208,-70.1431,Backpacker`s Hostel Iquique
1127,Kramat,ID,77.18,overcast clouds,-8.1311,113.4499,Padepokan HM Arum Sabil
1131,Mandera,KE,78.55,overcast clouds,3.9366,41.867,Mwalimu Guest mandera
1134,Stephenville,US,70.39,clear sky,32.2207,-98.2023,La Quinta Inn & Suites by Wyndham Stephenville
1137,Ruteng,ID,67.68,overcast clouds,-8.6136,120.4721,Hotel FX 72
1138,Hokitika,NZ,68.18,scattered clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
1140,Lamu,KE,77.22,broken clouds,-2.2717,40.902,Lamu House
1143,Santa Maria Da Vitoria,BR,70.72,overcast clouds,-13.3947,-44.1886,Pousada Rio Current
1144,Sa Kaeo,TH,74.28,scattered clouds,13.75,102.3333,บ้านร่มฉัตร รีสอร์ท
1145,Launceston,AU,74.61,clear sky,-41.45,147.1667,Hotel Grand Chancellor Launceston
1148,Raver,IN,61.93,clear sky,21.25,76.0333,Hotel Jay Durga
1149,Qui Nhon,VN,75.87,overcast clouds,13.7667,109.2333,Hoang Yen Canary Hotel
1153,Robe,AU,67.05,scattered clouds,-37.1833,139.75,Harbour View Motel
1163,Uribia,CO,77.31,few clouds,11.7139,-72.266,Hotel Uribia
1164,Chinhoyi,ZW,61.7,broken clouds,-17.3667,30.2,Msasa Guest House Chinhoyi (Wendy Shaw)
1167,Choix,MX,77.36,broken clouds,26.7092,-108.3219,Hotel Montesclaros
1178,Soyo,AO,78.64,light rain,-6.1349,12.3689,Hotel Mpampa
1180,Camopi,GF,71.22,scattered clouds,3.1655,-52.3158,La pousada
1182,Muisne,EC,76.46,light rain,0.6,-80.0333,Quinta Samay
1184,Burnie,AU,75.94,few clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
1187,Abu Dhabi,AE,66.96,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
1189,Mookane,BW,68.61,overcast clouds,-23.688,26.6595,
1190,Springbok,ZA,75.65,broken clouds,-29.6643,17.8865,Undulata Country Lodge
1193,Bastrop,US,69.48,clear sky,32.7562,-91.8724,Best Budget Inn
1195,Lamar,US,66.11,clear sky,33.6668,-95.5836,Kings Inn Paris TX
1200,Bensonville,LR,76.64,scattered clouds,6.4461,-10.6125,Moinga
1201,Saurimo,AO,63.01,light rain,-9.6608,20.3916,Hotel Kawissa Saurimo
1203,Phatthalung,TH,75.15,scattered clouds,7.5,100.0833,Ozone Resort & Pool Villa
1206,Morgan City,US,61.02,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
1207,Comodoro Rivadavia,AR,60.66,few clouds,-45.8667,-67.5,Austral Hotel
1208,Tacna,PE,70.0,clear sky,-18.0056,-70.2483,Hotel Colón Inn
1209,Tchaourou,BJ,73.78,overcast clouds,8.8865,2.5975,SAFIR HOTEL
1213,Guiratinga,BR,70.16,moderate rain,-16.3494,-53.7583,Hotel Angra do Cerrado - Guiratinga MT
1214,Humberto De Campos,BR,77.05,broken clouds,-2.5983,-43.4611,Pousada do Cabeça
1215,Jardim,BR,77.32,scattered clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
1216,Sambava,MG,75.38,broken clouds,-14.2667,50.1667,Melrose
1218,Yanga,MX,66.13,broken clouds,18.8333,-96.8,Señorial
1221,Springdale,US,60.53,clear sky,36.1867,-94.1288,Springdale Inn
1223,Todos Santos,MX,77.59,broken clouds,23.45,-110.2167,Hotel California Todos Santos
1227,Bull Savanna,JM,70.07,broken clouds,17.8868,-77.5902,Big Red's
1231,Mkushi,ZM,62.89,overcast clouds,-13.6202,29.3939,Mkushi Police Club
1232,Achalpur,IN,61.68,clear sky,21.2572,77.5086,Aashiyana Building
1237,Ataco,CO,77.22,overcast clouds,3.5915,-75.3818,Hotel y Restaurante El Ganadero
1242,Senador Jose Porfirio,BR,74.82,overcast clouds,-2.5908,-51.9542,Pousada Novo Horizonte
1246,Sibiti,CG,69.53,overcast clouds,-3.6819,13.3499,"LE PAPYRUS (hôtel, bar et restaurant)"
1249,Getulio Vargas,UY,73.17,clear sky,-32.6796,-53.5494,
1250,Progreso,MX,73.51,clear sky,21.2833,-89.6667,Playa Linda Hotel
1254,Tarrafal,CV,70.59,overcast clouds,15.2833,-23.7667,Hotel Ixola
1256,Punta Alta,AR,62.6,broken clouds,-38.8759,-62.0736,Center Hotel Punta Alta
1263,Catuday,PH,76.6,scattered clouds,16.2923,119.8062,Benjie's Kubo & Cottages
1265,Luba,GQ,75.09,overcast clouds,3.4568,8.5547,
1268,Maunabo,PR,78.62,clear sky,18.0072,-65.8993,Maunacaribe
1278,Bonga,ET,60.85,overcast clouds,7.2833,36.2333,Abelena bare and restorant
1286,Ouesso,CG,69.28,overcast clouds,1.6136,16.0517,ABENIE Hotel
1290,Yarada,IN,64.72,mist,17.65,83.2667,Yarada Jungle Beach Resorts
1291,Tecuala,MX,77.95,broken clouds,22.3986,-105.4569,Hotel y Restaurante Candelaria
1293,Keti Bandar,PK,71.06,clear sky,24.1447,67.4497,Haji laloo memon house
1295,Key West,US,60.8,clear sky,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
1296,Mineiros,BR,67.55,overcast clouds,-17.5694,-52.5511,Pilões Palace Hotel
1298,San Buenaventura,MX,70.72,broken clouds,27.0833,-101.5333,Hotel Gran Plaza
1300,Kampot,KH,75.25,broken clouds,10.6167,104.1833,Two Moons Hotel
1303,Copiapo,CL,65.89,clear sky,-27.3667,-70.3333,San Francisco de La Selva
1304,Itupiranga,BR,72.99,overcast clouds,-5.1347,-49.3267,Hotel Panorama
1305,Sao Paulo De Olivenca,BR,79.05,overcast clouds,-3.3783,-68.8725,
1309,Clarin,PH,79.23,scattered clouds,8.2023,123.8582,Sheila marie fernandez sabella
1310,Quatre Cocos,MU,78.91,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
1311,Sungaipenuh,ID,64.85,moderate rain,-2.0833,101.3833,penginapan citra alam
1318,Plettenberg Bay,ZA,68.72,broken clouds,-34.0527,23.3716,Thanda Vista B&B
1320,Lima,PE,71.91,clear sky,-12.0432,-77.0282,Gran Hotel Bolivar Lima
1321,Arrecife,ES,64.47,haze,28.963,-13.5477,Hotel Lancelot
1325,Maneadero,MX,65.19,clear sky,31.7167,-116.5667,Casa De Thompson
1327,Mayumba,GA,76.64,light rain,-3.432,10.6554,LIKWALE LODGE
1328,Oranjestad,AW,78.62,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
1329,Serra Talhada,BR,76.39,broken clouds,-7.9919,-38.2983,Pousada São Luiz
1331,Koupela,BF,74.25,scattered clouds,12.1794,-0.3517,AUBERGE MAQUIS RESTO CAFE LE ROUTIER PLUS
1332,Podor,MR,78.75,clear sky,16.6527,-14.9587,Auberge Du Tékrour
1339,Kismayo,SO,77.25,broken clouds,-0.3582,42.5454,Agan-Hotel
1342,La Romana,DO,77.36,scattered clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
1346,Kanniyakumari,IN,77.74,clear sky,8.0833,77.5667,Sparsa
1347,Mocuba,MZ,70.56,few clouds,-16.8392,36.9856,Phama Lodge
1348,Remedios,CU,63.52,scattered clouds,22.4947,-79.5458,Hostal Yunai
1353,Khartoum,SD,66.02,clear sky,15.5518,32.5324,Hotel China
1358,Aripuana,BR,72.03,moderate rain,-9.1667,-60.6333,
1360,Iralaya,HN,77.09,overcast clouds,15.0,-83.2333,Iglesia morava renovada
1365,Coxim,BR,72.91,overcast clouds,-18.5067,-54.76,Hotel Avenida
1367,Maridi,SS,69.64,broken clouds,4.9158,29.4742,
1368,Kontagora,NG,73.83,overcast clouds,10.3999,5.4695,Queens Guest Inn
1372,Diebougou,BF,76.42,scattered clouds,10.9667,-3.25,Hotel Le Consulat
1382,Waw,SS,70.25,broken clouds,7.7029,27.9953,Universal Gab Hotel
1383,Umtata,ZA,66.36,overcast clouds,-31.5889,28.7844,LLZZ Boutique Lodge
1391,Makaha,US,79.05,overcast clouds,21.4694,-158.2175,Hawaiian Princess Resort
1394,Pedasi,PA,75.07,clear sky,7.5333,-80.0333,Selina Pedasi
1395,Livermore,US,65.3,clear sky,37.6819,-121.768,Americas Best Value Inn Livermore
1396,Manaus,BR,77.49,broken clouds,-3.1019,-60.025,Manaus Hotéis Millennium
1406,Tumpat,MY,73.38,few clouds,6.1978,102.171,Baan Tanyong B&B
1408,Dicabisagan,PH,73.63,broken clouds,17.0818,122.4157,Nancy Montanes Bernardo
1409,Edgecumbe,NZ,76.51,overcast clouds,-37.9833,176.8333,Awakeri Hot Springs
1410,Rock Sound,BS,65.89,overcast clouds,24.9,-76.2,Pink Corral Bay Property
1413,Nikki,BJ,72.95,broken clouds,9.9401,3.2108,Hotel John
1419,Bulawayo,ZW,63.05,overcast clouds,-20.15,28.5833,4 On Housman Backpackers
1430,Mitu,CO,76.42,scattered clouds,1.1983,-70.1733,
1434,Bindura,ZW,61.11,clear sky,-17.3019,31.3306,Mayfair Lodges and Restaurant
1435,Chiredzi,ZW,68.86,overcast clouds,-21.05,31.6667,Clevers Hotel Chiredzi
1436,Honolulu,US,78.96,broken clouds,21.3069,-157.8583,Aston at the Executive Centre Hotel
1440,Senekal,ZA,62.65,overcast clouds,-28.3197,27.6208,Hendersons Lodge
1441,Ribas Do Rio Pardo,BR,73.45,overcast clouds,-20.4431,-53.7592,Pousada Avenida
1442,Pangoa,PE,66.45,overcast clouds,-12.1167,-73.0,
1443,Kabanjahe,ID,63.41,broken clouds,3.1001,98.4908,Kos-Kosan wanita muslim bagoes kabanjahe
1444,Baiao,BR,72.73,overcast clouds,-2.7906,-49.6717,Hotel Eurosono
1448,Buckeye,US,74.82,clear sky,33.3703,-112.5838,Buckeye Motor Hotel
1450,Manicore,BR,73.22,overcast clouds,-5.8092,-61.3003,Hotel Durval
1457,Vilhena,BR,70.02,moderate rain,-12.7406,-60.1458,Hotel Mirage
1459,Ambunti,PG,73.85,overcast clouds,-4.2365,142.8448,AMBUNTI HIDE INN
1460,Riberalta,BO,77.2,light rain,-10.9833,-66.1,Hotel Colonial
1461,Luau,AO,64.72,overcast clouds,-10.7073,22.2247,Casa- Bernardo Cândido
1462,Trairi,BR,77.41,overcast clouds,-3.2778,-39.2689,janelas do mar
1463,Dekar,BW,68.09,light rain,-21.5333,21.9333,
1467,Tulum,MX,71.65,broken clouds,20.2167,-87.4667,Kin Ha Tulum
1468,Sumenep,ID,79.45,moderate rain,-7.0167,113.8667,OYO 3271 Homestay Pandian
1470,Catamarca,AR,79.65,clear sky,-28.4696,-65.7852,Amerian Catamarca Park Hotel
1473,Chincha Alta,PE,72.19,broken clouds,-13.4099,-76.1323,Buena Vista Casa Hotel
1474,Inirida,CO,77.97,few clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
1475,Catalina,US,66.67,clear sky,32.5056,-110.9211,Miraval Arizona Resort & Spa
1478,Angoche,MZ,76.03,clear sky,-16.2325,39.9086,Guest House HESADA
1482,Kaura Namoda,NG,65.08,scattered clouds,12.5898,6.5779,Moonlight Hotel
1483,Marrakesh,MA,68.07,broken clouds,31.6315,-8.0083,Novotel Marrakech Hivernage
1486,Tete,MZ,73.49,few clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
1493,Miri,MY,75.34,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
1495,Pahrump,US,64.45,clear sky,36.2083,-115.9839,Best Western Pahrump Oasis
1496,Big Spring,US,67.48,clear sky,32.2504,-101.4787,Hampton Inn & Suites Big Spring
1497,Kawalu,ID,74.14,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
1501,Pocone,BR,72.57,overcast clouds,-16.2567,-56.6228,Hotel e Churrascaria Pantaneira
1504,Alindao,CF,73.47,scattered clouds,5.0267,21.2088,OCHA Alindao
1506,Clovis,US,66.13,haze,36.8252,-119.7029,"Homewood Suites by Hilton Fresno Airport/Clovis, CA"
1508,Jimma,ET,61.14,overcast clouds,7.6667,36.8333,Jimma Central Hotel
1510,Tignere,CM,62.11,overcast clouds,7.3667,12.65,SADECK
1511,Dabola,GN,74.8,few clouds,10.75,-11.1167,Hotel Tinkisso
1516,Usevya,TZ,65.82,overcast clouds,-7.1,31.2333,
1517,Impfondo,CG,69.89,overcast clouds,1.6381,18.0667,Auberge La Place de Jules
1518,Bintulu,MY,73.81,few clouds,3.1667,113.0333,900 Boutique INN
1519,Indramayu,ID,77.67,overcast clouds,-6.3264,108.32,Grand Trisula Hotel
1520,Barra Patuca,HN,73.36,broken clouds,15.8,-84.2833,
1521,Sainte-Marie,RE,77.16,few clouds,-20.8968,55.5496,Les pailles en queue de Sainte Marie
1522,San Lazaro,BZ,74.91,few clouds,18.0387,-88.6622,
1524,Doha,QA,62.58,clear sky,25.2867,51.5333,Movenpick Hotel Doha
1525,Upata,VE,78.19,broken clouds,8.0086,-62.3989,Posada Villa Nela
1526,Barranca,PE,70.7,overcast clouds,-10.75,-77.7667,El Olivar Hospedaje
1527,Hanmer Springs,NZ,78.51,few clouds,-42.5167,172.8167,The Chalets Motel
1534,Wamba,NG,68.41,overcast clouds,8.9333,8.6,Roma Zee Guest House Annex
1537,Shahapur,IN,71.08,clear sky,19.45,73.3333,OYO 68690 Hotel New Food Hub
1539,Namwala,ZM,65.71,light rain,-15.7504,26.4384,Corner Point Lodge
1541,Ladario,BR,77.67,broken clouds,-19.0047,-57.6017,Hotel Fazenda 4 cantos
1542,Abaete,BR,71.04,overcast clouds,-19.16,-45.4458,Hotel Millenium
1552,Nova Olinda Do Norte,BR,73.29,overcast clouds,-3.8881,-59.0942,Casa Juazeiro
1557,Witu,KE,77.16,overcast clouds,-2.3889,40.4382,
1559,Iaciara,BR,69.06,overcast clouds,-14.0958,-46.6317,Hotel Matinha
1560,Sao Miguel Do Araguaia,BR,70.81,overcast clouds,-13.275,-50.1628,Hotel Executivo Palace
1562,Brenham,US,67.96,clear sky,30.1669,-96.3977,Hampton Inn & Suites Brenham
1564,Manakara,MG,71.56,light rain,-22.1333,48.0167,La Residence Manakara
1565,Redlands,US,73.65,clear sky,34.0556,-117.1825,Dynasty Suites Redlands
1567,Ceres,US,64.31,clear sky,37.5949,-120.9577,Howard Johnson by Wyndham Modesto Ceres
1570,Chissamba,AO,62.6,overcast clouds,-12.1667,17.3333,
1572,Conceicao Da Barra,BR,79.25,broken clouds,-18.5933,-39.7322,Cricaré Praia Hotel
1575,Pacifica,US,66.04,few clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
1576,Tiznit,MA,60.39,overcast clouds,29.5833,-9.5,
1577,San Vicente,AR,66.24,scattered clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
1579,Santa Ines,BR,73.44,broken clouds,-3.6667,-45.38,Palace hotel
1582,Peterongan,ID,76.6,overcast clouds,-7.5394,112.2792,Selaras Kost Syariah
1583,Kerouane,GN,74.05,clear sky,9.2667,-9.0167,
1584,Calbuco,CL,60.01,broken clouds,-41.768,-73.1273,Hotel Colonial
1586,Sharjah,AE,68.25,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
1588,Tabalosos,PE,77.2,overcast clouds,-6.35,-76.6833,Proyecto de Lounge Nazareth
1597,Loa Janan,ID,76.05,very heavy rain,-0.583,117.095,Kost bu jono
1598,Araxa,BR,66.29,light rain,-19.5933,-46.9406,Plaza Inn Flat Araxá
1602,Santa Cruz De La Palma,ES,62.74,clear sky,28.6835,-17.7642,H10 Taburiente Playa
1605,Talcahuano,CL,65.88,clear sky,-36.7167,-73.1167,departamento comodo
1606,Rosarito,MX,69.4,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
1608,Gwadar,PK,70.23,clear sky,25.1216,62.3254,Sadaf Resort
1611,Berbera,SO,72.57,scattered clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
1613,Pimenteiras,BR,74.35,overcast clouds,-6.2453,-41.4192,Hotel rotativo pimentas
1617,El Corpus,HN,66.88,overcast clouds,14.7,-88.9167,Balneario Bahía Verde
1619,Agboville,CI,72.88,overcast clouds,5.928,-4.2132,hotel LE PRESTIGE
1623,Zemio,CF,67.48,overcast clouds,5.0314,25.1361,OCHA Office
1624,Gombe,NG,66.06,broken clouds,10.2897,11.1673,Shinani Lodge
1628,Achutupo,PA,77.59,clear sky,9.2,-77.9833,Akwa Reef Lodge
1630,Salta,AR,75.49,broken clouds,-24.7859,-65.4117,Hotel Alejandro I
1631,Yuli,NG,68.43,broken clouds,9.6989,10.2744,
1632,Bumba,CD,70.39,overcast clouds,2.1833,22.4667,Père Carlos
1635,Asfi,MA,64.24,scattered clouds,32.2994,-9.2372,Hôtel Abda
1642,Ahuimanu,US,79.2,few clouds,21.4447,-157.8378,Paradise Bay Resort
1646,Willowmore,ZA,70.11,overcast clouds,-33.2926,23.4895,Jumper's Place
1649,Mananjary,MG,71.76,light rain,-21.2167,48.3333,Vahiny Lodge
1651,Soe,ID,71.2,broken clouds,-9.8607,124.284,Dena Hotel
1652,Black River,JM,73.4,broken clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
