City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Atambua,ID,-9.1061,124.8925,75.96,85,89,9.06,overcast clouds
345,Bulgan,MN,48.8125,103.5347,-10.17,88,4,3.89,clear sky
346,Ilulissat,GL,69.2167,-51.1,3.22,55,20,18.41,few clouds
347,Nesna,NO,66.1967,13.0213,30.67,71,69,6.38,broken clouds
348,Pevek,RU,69.7008,170.3133,-15.7,97,96,2.19,overcast clouds
349,Olafsvik,IS,64.8945,-23.7142,27.73,56,100,29.15,overcast clouds
350,Touros,BR,-5.1989,-35.4608,79.7,78,19,12.21,few clouds
351,Lompoc,US,34.6391,-120.4579,72.21,50,0,16.11,clear sky
352,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,77.97,83,79,0.94,broken clouds
353,Sakata,JP,38.9167,139.855,30.38,86,75,17.27,light snow
354,Mairana,BO,-18.1167,-63.9333,61.81,75,37,3.42,scattered clouds
355,Aban,RU,56.67,96.06,-14.73,100,74,2.51,broken clouds
356,Amarante Do Maranhao,BR,-5.5667,-46.7422,71.33,95,60,2.53,broken clouds
357,Noumea,NC,-22.2763,166.4572,84.18,99,100,9.69,overcast clouds
358,Savonlinna,FI,61.8699,28.88,21.25,86,75,9.22,broken clouds
359,Erzin,TR,36.9559,36.2,43.32,84,89,6.67,overcast clouds
360,Teguldet,RU,57.3064,88.1667,-6.29,98,48,3.69,scattered clouds
361,Katsuura,JP,35.1333,140.3,39.31,50,100,12.66,overcast clouds
362,Warmbad,NA,-28.45,18.7333,77.25,54,96,5.03,light rain
363,Carmelo,UY,-33.9892,-58.2856,83.16,53,0,8.48,clear sky
364,Saint-Pierre,RE,-21.3393,55.4781,76.68,73,9,11.5,clear sky
365,Seoul,KR,37.5683,126.9778,20.64,37,0,1.74,clear sky
366,Kloulklubed,PW,7.0419,134.2556,79.3,73,98,14.25,overcast clouds
367,Monterey,US,36.2505,-121.2516,65.26,38,0,6.26,clear sky
368,Snezhnogorsk,RU,69.1933,33.2531,-11.42,99,74,8.55,broken clouds
369,Gao,ML,16.6362,1.637,68.59,15,19,12.5,few clouds
370,Port Keats,AU,-14.25,129.55,82.29,78,79,21.79,light rain
371,Kamskoye Ustye,RU,55.2016,49.268,10.4,99,100,2.73,overcast clouds
372,Batagay,RU,67.6333,134.6333,-35.82,99,58,1.14,broken clouds
373,Damaturu,NG,11.747,11.9608,62.53,18,99,9.28,overcast clouds
374,Yerbogachen,RU,61.2767,108.0108,-16.96,100,94,3.11,overcast clouds
375,Donskoye,RU,45.4552,41.9741,34.11,85,99,9.19,overcast clouds
376,Manoel Urbano,BR,-8.8389,-69.2597,74.89,94,100,2.13,overcast clouds
377,Columbus,US,39.9612,-82.9988,29.46,61,20,1.01,few clouds
378,Pimentel,PE,-6.8367,-79.9342,73.69,60,0,16.11,clear sky
379,Saint Anthony,US,45.0205,-93.218,22.84,65,0,1.01,clear sky
380,Baracoa,CU,20.3467,-74.4958,70.56,85,100,10.92,overcast clouds
381,Mangrol,IN,21.1167,70.1167,64.63,68,0,9.31,clear sky
382,Marawi,PH,7.9986,124.2928,65.64,89,33,1.32,scattered clouds
383,Kiama,AU,-34.6833,150.8667,82.0,71,23,5.01,few clouds
384,Cloquet,US,46.7216,-92.4594,20.73,69,100,3.44,overcast clouds
385,Manama,BH,26.2154,50.5832,62.58,79,0,6.91,clear sky
386,Maceio,BR,-9.6658,-35.7353,80.04,89,20,3.44,few clouds
387,El Calvario,GT,14.1167,-89.9167,69.13,46,3,10.16,clear sky
388,Carman,CA,49.4992,-98.0016,16.12,94,84,10.07,broken clouds
389,Kota Kinabalu,MY,5.9749,116.0724,76.98,100,20,4.61,few clouds
390,Hovd,MN,48.0056,91.6419,-14.35,81,23,1.77,few clouds
391,Vila Do Maio,CV,15.1333,-23.2167,70.59,74,100,19.69,overcast clouds
392,Muroto,JP,33.2833,134.15,45.07,57,15,16.42,few clouds
393,Smoljan,ME,43.0924,19.2286,16.07,92,58,2.55,broken clouds
394,Sechura,PE,-5.5569,-80.8222,77.4,63,80,15.64,broken clouds
395,Bethel,US,41.3712,-73.414,23.36,56,0,3.44,clear sky
396,Chumikan,RU,54.7183,135.315,-3.24,83,100,18.7,overcast clouds
397,Sinnamary,GF,5.3833,-52.95,76.51,87,46,12.37,scattered clouds
398,Neiafu,TO,-18.65,-173.9833,81.68,69,100,6.58,light rain
399,Zhumadian,CN,32.9794,114.0294,32.83,84,100,5.82,overcast clouds
400,Chagoda,RU,59.164,35.3285,20.14,94,100,8.66,light snow
401,Les Cayes,HT,18.2,-73.75,76.1,76,65,4.7,broken clouds
402,Kuzhener,RU,56.8111,48.9128,10.85,98,96,4.92,overcast clouds
403,Conde,BR,-7.2597,-34.9075,78.26,94,20,4.61,few clouds
404,Wanning,CN,18.8003,110.3967,69.33,85,99,13.13,overcast clouds
405,Taguatinga,BR,-12.3857,-46.5711,71.98,87,95,0.45,overcast clouds
406,Airai,TL,-8.9266,125.4092,63.84,84,85,4.61,overcast clouds
407,Basco,PH,20.4487,121.9702,71.2,76,97,30.58,overcast clouds
408,Asosa,ET,10.0667,34.5333,63.73,36,33,3.74,scattered clouds
409,Kurumkan,RU,54.3,110.3,-17.23,95,83,3.31,broken clouds
410,Graham,US,47.0529,-122.2943,56.7,66,100,1.99,overcast clouds
411,Ketchikan,US,55.3422,-131.6461,35.58,93,100,6.91,light snow
412,Zykovo,RU,55.9519,93.1461,-12.01,98,37,3.02,scattered clouds
413,Syamzha,RU,60.0158,41.0614,9.54,97,100,6.53,overcast clouds
414,Khuzhir,RU,53.1939,107.3397,0.75,96,100,1.9,overcast clouds
415,Rorvik,NO,64.8621,11.2373,36.16,49,96,3.62,overcast clouds
416,Roald,NO,62.5833,6.1333,33.33,86,75,9.22,broken clouds
417,Qandala,SO,11.472,49.8728,73.9,78,98,4.92,overcast clouds
418,Guadalupe Y Calvo,MX,26.1,-106.9667,53.62,32,43,12.88,scattered clouds
419,Qaqortoq,GL,60.7167,-46.0333,19.9,69,100,20.18,light snow
420,Gore,NZ,-46.1028,168.9436,72.23,60,55,1.77,broken clouds
421,Mogadishu,SO,2.0371,45.3438,76.98,78,91,19.95,overcast clouds
422,Umm Lajj,SA,25.0213,37.2685,64.06,60,89,9.44,overcast clouds
423,Zyryanka,RU,65.75,150.85,-16.96,98,100,8.03,overcast clouds
424,Awbari,LY,26.5921,12.7805,44.73,51,0,3.22,clear sky
425,Pedernales,DO,18.0384,-71.744,77.63,73,28,2.55,scattered clouds
426,Simao,CN,22.7886,100.9748,44.31,77,0,1.54,clear sky
427,Price,US,39.5994,-110.8107,47.12,28,0,3.44,clear sky
428,Honiara,SB,-9.4333,159.95,83.75,76,100,3.98,overcast clouds
429,Ekibastuz,KZ,51.6667,75.3667,12.25,86,65,13.8,broken clouds
430,Sonoita,MX,31.85,-112.8333,71.53,14,0,9.04,clear sky
431,Salalah,OM,17.0151,54.0924,68.09,77,0,5.75,clear sky
432,Calvia,ES,39.5657,2.5062,52.41,76,0,6.24,clear sky
433,Kolokani,ML,13.5728,-8.0339,73.74,13,4,9.44,clear sky
434,Santa Cruz Del Sur,CU,20.7147,-77.9956,71.38,49,50,15.05,scattered clouds
435,Pandan,PH,14.0453,124.1694,77.76,86,42,14.27,moderate rain
436,Ternate,ID,0.8,127.4,80.11,77,100,10.13,overcast clouds
437,Vanderhoof,CA,54.0166,-124.0198,33.55,95,100,1.72,overcast clouds
438,Ulladulla,AU,-35.35,150.4667,79.77,68,6,4.63,clear sky
439,Gisborne,NZ,-38.6533,178.0042,68.95,64,35,8.19,scattered clouds
440,Shubarkuduk,KZ,49.1447,56.4872,28.45,96,100,15.21,light snow
441,Pizarro,CO,4.9533,-77.366,77.14,87,100,7.54,light rain
442,Nishihara,JP,26.1842,127.7558,58.28,60,75,11.5,broken clouds
443,Atikokan,CA,48.7555,-91.6216,7.81,96,100,2.82,overcast clouds
444,Yining,CN,29.0361,114.5636,38.25,87,100,1.19,light rain
445,Athabasca,CA,54.7169,-113.2854,28.58,95,99,4.12,overcast clouds
446,Tautira,PF,-17.7333,-149.15,86.0,75,95,12.15,overcast clouds
447,Eirunepe,BR,-6.6603,-69.8736,78.93,75,99,2.77,overcast clouds
448,Santa Isabel,BR,-23.3156,-46.2214,70.66,97,100,1.77,overcast clouds
449,Isangel,VU,-19.55,169.2667,82.51,94,100,4.61,overcast clouds
450,Barcelos,PT,41.5388,-8.6151,48.85,64,1,3.47,clear sky
451,Sakakah,SA,29.9697,40.2064,47.39,47,100,11.14,overcast clouds
452,Iseyin,NG,7.9667,3.6,76.42,13,100,5.35,overcast clouds
453,Taywarah,AF,33.35,64.4167,9.28,79,1,2.66,clear sky
454,Hagere Selam,ET,6.4833,38.5167,47.08,41,95,3.76,overcast clouds
455,Dodge City,US,37.7528,-100.0171,60.64,21,0,8.05,clear sky
456,Baruun-Urt,MN,46.6806,113.2792,-8.5,95,77,4.76,broken clouds
457,Samarai,PG,-10.6167,150.6667,82.78,72,100,10.27,overcast clouds
458,Lotoshino,RU,56.2267,35.6414,24.93,96,100,9.22,snow
459,Necochea,AR,-38.5473,-58.7368,66.04,63,77,22.32,broken clouds
460,Kewanee,US,41.2456,-89.9248,26.78,87,100,6.08,overcast clouds
461,Haines Junction,CA,60.7522,-137.5108,10.35,52,98,12.66,overcast clouds
462,Port Hedland,AU,-20.3167,118.5667,82.45,78,95,9.22,overcast clouds
463,Tutoia,BR,-2.7619,-42.2744,82.38,79,98,11.48,overcast clouds
464,Bielsk Podlaski,PL,52.7651,23.1865,32.25,76,100,27.67,overcast clouds
465,Aljustrel,PT,37.8776,-8.1652,54.12,52,0,1.45,clear sky
466,Tatishchevo,RU,51.6703,45.5953,22.75,97,95,7.14,overcast clouds
467,Vila,PT,42.0304,-8.1588,39.94,53,0,3.02,clear sky
468,Kikwit,CD,-5.041,18.8162,73.96,76,99,1.3,overcast clouds
469,Elizabeth City,US,36.2946,-76.2511,36.01,52,0,3.44,clear sky
470,Banda Aceh,ID,5.5577,95.3222,76.37,82,69,7.76,broken clouds
471,Flin Flon,CA,54.7682,-101.865,6.64,72,100,5.75,light snow
472,Gwembe,ZM,-16.4975,27.6069,62.24,95,100,3.38,light rain
473,Sarangani,PH,5.4033,125.4636,81.61,72,78,10.67,broken clouds
474,Fort Payne,US,34.4442,-85.7197,54.61,39,0,6.91,clear sky
475,Kushima,JP,31.4583,131.2333,40.51,81,1,7.45,clear sky
476,Mimongo,GA,-1.6195,11.6068,69.12,97,100,2.93,overcast clouds
477,Zhezkazgan,KZ,47.8043,67.7144,11.5,97,100,4.05,snow
478,Royal Leamington Spa,GB,52.3,-1.5333,47.46,74,92,7.0,overcast clouds
479,Razole,IN,16.4833,81.8333,64.2,97,8,2.26,clear sky
480,Semnan,IR,35.5729,53.3971,31.84,43,0,2.3,clear sky
481,Codrington,AU,-38.2667,141.9667,71.51,76,59,4.88,broken clouds
482,Kavaratti,IN,10.5669,72.642,81.23,72,12,7.4,few clouds
483,Ovre Ardal,NO,61.3167,7.8,11.97,94,100,5.23,overcast clouds
484,Kahului,US,20.8947,-156.47,84.22,50,20,11.5,few clouds
485,Sorland,NO,67.667,12.6934,34.0,45,86,6.02,overcast clouds
486,Ravar,IR,31.2656,56.8055,45.81,40,87,1.45,overcast clouds
487,Mizdah,LY,31.4451,12.9801,43.32,74,0,6.69,clear sky
488,Severnyy,RU,50.677,36.5532,30.24,93,100,8.95,overcast clouds
489,Lagos,NG,6.5833,3.75,69.69,71,85,2.15,overcast clouds
490,Nikolsk,RU,53.7189,46.0712,15.69,98,92,6.71,overcast clouds
491,Jijiga,ET,9.35,42.8,56.95,23,69,8.12,broken clouds
492,Usinsk,RU,65.9939,57.5281,6.76,96,100,9.84,overcast clouds
493,Southbridge,US,42.0751,-72.0334,17.98,57,6,5.23,clear sky
494,Galeana,MX,24.8333,-100.0667,70.32,39,17,1.3,few clouds
495,Acajutla,SV,13.5928,-89.8275,83.8,48,1,2.68,clear sky
496,Mazamari,PE,-11.3258,-74.5308,69.62,99,100,0.85,overcast clouds
497,Urengoy,RU,65.9667,78.3667,-7.04,100,89,7.54,overcast clouds
498,Okha,RU,53.5739,142.9478,9.79,93,100,20.96,light snow
499,Pueblo Bello,CO,8.2041,-76.526,73.15,93,54,4.85,broken clouds
500,Port Augusta,AU,-32.5,137.7667,87.71,36,98,6.08,overcast clouds
501,Maraba,BR,-5.3686,-49.1178,72.73,97,92,0.58,overcast clouds
502,Alvaraes,BR,-3.2208,-64.8042,84.07,95,73,2.57,broken clouds
503,Vanimo,PG,-2.6741,141.3028,76.78,89,100,7.4,overcast clouds
504,Bin Qirdan,TN,33.1378,11.2197,51.37,39,0,10.18,clear sky
505,Outram,MY,1.2829,103.8379,78.82,86,75,4.61,broken clouds
506,Wilmington,US,34.2257,-77.9447,46.85,52,0,5.75,clear sky
507,Kingori,TZ,-3.2833,36.9833,68.7,72,86,4.09,overcast clouds
508,Rongcheng,CN,30.634,117.8517,34.93,84,95,1.5,overcast clouds
509,Amarkantak,IN,22.6667,81.75,49.17,31,14,3.18,few clouds
510,Dunedin,NZ,-45.8742,170.5036,69.8,70,1,11.01,clear sky
511,Yenagoa,NG,4.9247,6.2642,74.12,69,57,1.12,broken clouds
512,Buchanan,LR,5.8808,-10.0467,76.96,85,41,5.91,scattered clouds
513,Ust-Nera,RU,64.5667,143.2,-9.18,99,100,1.79,overcast clouds
514,Sabzevar,IR,36.2126,57.6819,36.5,47,0,1.12,clear sky
515,Ugljevik,BA,44.6636,19.0203,38.52,73,5,5.06,clear sky
516,Bengkulu,ID,-3.8004,102.2655,75.49,89,99,4.18,heavy intensity rain
517,Kedrovyy,RU,56.1667,91.8167,-14.13,95,31,3.49,scattered clouds
518,Vestmannaeyjar,IS,63.4427,-20.2734,31.64,63,100,38.18,light snow
519,Maradi,NE,13.5,7.1017,64.24,13,3,14.94,clear sky
520,Mikhaylovka,RU,50.06,43.2379,31.78,96,100,14.7,overcast clouds
521,Santa Rosa,PH,14.3122,121.1114,79.86,77,74,10.47,broken clouds
522,Forbes,AU,-33.3833,148.0167,85.91,54,4,3.74,clear sky
523,Arraias,BR,-12.9288,-46.9437,68.11,93,100,1.63,overcast clouds
524,Bousso,TD,10.4795,16.7117,71.62,14,19,10.92,few clouds
525,Mecca,SA,21.4267,39.8261,68.47,58,99,4.65,overcast clouds
526,Ayan,RU,56.45,138.1667,1.24,68,100,15.68,overcast clouds
527,Egvekinot,RU,66.3167,-179.1667,0.45,66,70,7.83,broken clouds
528,Durban,ZA,-29.8579,31.0292,75.02,87,97,1.99,overcast clouds
529,Chimbote,PE,-9.0853,-78.5783,71.8,80,100,8.72,overcast clouds
530,Cap Malheureux,MU,-19.9842,57.6142,79.29,82,100,3.0,overcast clouds
531,Nowe Miasto Lubawskie,PL,53.4208,19.5952,35.04,71,100,22.88,overcast clouds
532,Mirnyy,RU,62.5353,113.9611,-22.77,74,97,7.0,overcast clouds
533,Khasan,RU,42.4308,130.6434,18.79,49,0,15.61,clear sky
534,Balkanabat,TM,39.5108,54.3671,44.76,52,94,6.31,overcast clouds
535,Yatou,CN,37.15,122.3833,31.26,66,6,7.92,clear sky
536,Lappeenranta,FI,61.0587,28.1887,23.56,88,100,11.5,snow
537,Pokhara,NP,28.2333,83.9833,51.19,71,81,0.58,broken clouds
538,Beira,MZ,-19.8436,34.8389,77.09,88,20,1.14,few clouds
539,Ahipara,NZ,-35.1667,173.1667,75.45,53,97,12.75,overcast clouds
540,Shelburne,CA,44.0787,-80.2041,17.49,94,58,6.8,broken clouds
541,Sandwick,GB,60.0,-1.25,37.22,93,100,16.11,overcast clouds
542,Dingle,PH,10.9995,122.6711,75.38,92,55,4.34,broken clouds
543,Hailar,CN,49.2,119.7,-25.42,100,60,3.98,broken clouds
544,Pontianak,ID,-0.0333,109.3333,75.18,94,20,0.0,mist
545,Hofn,IS,64.2539,-15.2082,26.15,51,1,20.49,clear sky
546,Nakskov,DK,54.8373,11.1284,39.06,79,83,15.57,broken clouds
547,Reo,BF,12.3167,-2.4667,74.73,11,24,10.18,few clouds
548,Wasilla,US,61.5814,-149.4394,25.39,75,0,3.44,clear sky
549,Magadan,RU,59.5667,150.8,6.51,76,89,11.99,overcast clouds
550,Koumac,NC,-20.5667,164.2833,81.84,70,99,5.23,overcast clouds
551,Nouadhibou,MR,20.931,-17.0347,64.38,63,100,16.11,overcast clouds
552,Meulaboh,ID,4.1363,96.1285,76.21,87,80,3.04,broken clouds
553,Helena,US,46.5927,-112.0361,45.99,50,100,3.0,overcast clouds
554,Tubuala,PA,9.5167,-79.0333,83.34,72,27,13.4,scattered clouds
555,Male,MV,4.1748,73.5089,81.72,76,22,12.93,few clouds
556,Huilong,CN,31.8111,121.655,37.04,70,5,5.41,clear sky
557,Ratzeburg,DE,53.7,10.7667,40.14,76,75,1.01,broken clouds
558,Point Pleasant,US,40.0832,-74.0682,24.24,63,0,3.44,clear sky
559,Kemijarvi,FI,66.7131,27.4306,-0.33,99,100,2.3,overcast clouds
560,Guaratinga,BR,-16.5667,-39.5667,77.67,81,67,6.69,broken clouds
561,Alta Gracia,AR,-31.6529,-64.4283,79.52,67,2,3.36,clear sky
562,Dar Es Salaam,TZ,-6.8235,39.2695,77.49,87,89,5.35,light rain
563,Canon City,US,38.441,-105.2424,56.32,13,0,3.44,clear sky
564,Adrar,MR,20.5022,-10.0711,74.39,13,100,10.63,overcast clouds
565,Edd,ER,13.9297,41.6925,78.49,58,60,15.43,broken clouds
566,Sioux Lookout,CA,50.1001,-91.917,12.58,79,100,5.75,overcast clouds
567,Sept-Iles,CA,50.2001,-66.3821,10.06,64,75,8.99,broken clouds
568,Negombo,LK,7.2083,79.8358,75.92,89,8,7.56,clear sky
569,Pangai,TO,-19.8,-174.35,80.92,76,99,9.89,light rain
570,Kinshasa,CD,-4.3246,15.3215,76.08,83,99,2.15,overcast clouds
571,Sibanicu,CU,21.235,-77.5264,64.85,66,72,12.26,broken clouds
572,Cocorit,MX,27.5833,-109.9667,75.54,17,91,11.63,overcast clouds
573,Road Town,VG,18.4167,-64.6167,77.09,73,20,4.61,few clouds
574,Panorama,GR,40.5878,23.0315,43.39,50,0,1.99,clear sky
575,Suffern,US,41.1148,-74.1496,23.67,62,63,2.71,broken clouds
576,Vieux-Habitants,GP,16.0589,-61.7659,76.57,72,6,8.55,clear sky
577,Kaeo,NZ,-35.1,173.7833,72.32,78,99,15.08,overcast clouds
578,Makakilo City,US,21.3469,-158.0858,77.68,57,100,4.61,overcast clouds
579,Effingham,US,32.3669,-81.3332,55.85,39,0,10.36,clear sky
580,Puerto Carreno,CO,6.189,-67.4859,87.12,31,100,13.58,overcast clouds
581,Terme,TR,41.2092,36.9739,46.33,73,94,4.27,light rain
582,Riohacha,CO,11.5444,-72.9072,76.68,80,5,12.48,clear sky
583,Lorengau,PG,-2.0226,147.2712,79.09,85,100,12.95,overcast clouds
584,Alofi,NU,-19.0595,-169.9187,73.29,94,100,11.5,overcast clouds
585,Dabat,ET,12.9842,37.765,51.4,68,39,2.55,scattered clouds
586,Teya,RU,60.3778,92.6267,-2.7,99,97,2.59,overcast clouds
587,Te Anau,NZ,-45.4167,167.7167,69.71,65,25,1.05,scattered clouds
588,Ulaangom,MN,49.9811,92.0667,-25.78,92,90,3.18,overcast clouds
589,Hualmay,PE,-11.0964,-77.6139,72.19,79,100,9.84,overcast clouds
590,Sahuaripa,MX,29.05,-109.2333,73.94,18,56,12.73,broken clouds
591,Eyl,SO,7.9803,49.8164,73.65,77,100,14.16,overcast clouds
592,Sabang,ID,5.8933,95.3214,81.27,76,88,9.48,overcast clouds
593,College,US,64.8569,-147.8028,-7.42,75,20,3.44,few clouds
594,Tual,ID,-5.6667,132.75,84.07,77,100,20.0,overcast clouds
595,Tanete,ID,-3.9443,119.7848,77.22,87,100,3.58,overcast clouds
596,Acapulco,MX,16.8634,-99.8901,84.02,65,20,5.75,few clouds
597,Yar-Sale,RU,66.8333,70.8333,-6.3,98,87,7.2,overcast clouds
598,Kandrian,PG,-6.2167,149.55,81.63,80,100,11.41,overcast clouds
599,Antofagasta,CL,-23.65,-70.4,67.28,78,16,7.87,few clouds
600,Kapuskasing,CA,49.4169,-82.4331,-2.11,78,75,5.75,broken clouds
601,Sao Raimundo Nonato,BR,-9.0153,-42.6994,74.93,71,61,3.22,broken clouds
602,Ixtapa,MX,20.7,-105.2,76.23,73,0,10.36,clear sky
603,Lugovoy,KZ,42.9472,72.7644,27.97,67,92,3.18,overcast clouds
604,Kiunga,PG,-6.1219,141.2906,75.25,91,100,1.3,overcast clouds
605,Praia,CV,14.9215,-23.5087,70.34,68,75,19.57,broken clouds
606,Veraval,IN,20.9,70.3667,65.35,60,0,10.0,clear sky
607,Shieli,KZ,44.1667,66.75,25.95,83,38,7.49,scattered clouds
608,Pervomayskoye,RU,43.919,46.7102,34.38,88,52,5.75,broken clouds
609,Port Hardy,CA,50.6996,-127.4199,41.76,87,75,8.05,broken clouds
610,Lalin,ES,42.7167,-8.1167,43.32,68,0,2.68,clear sky
611,Ewa Beach,US,21.3156,-158.0072,79.09,56,75,11.01,broken clouds
612,Korla,CN,41.7597,86.1469,23.47,58,100,3.31,overcast clouds
613,Phangnga,TH,8.4509,98.5298,84.9,91,55,3.33,broken clouds
614,Abja-Paluoja,EE,58.1253,25.3497,30.85,96,100,10.69,light snow
615,Turukhansk,RU,65.8167,87.9833,-0.47,94,99,10.13,overcast clouds
616,Tupik,RU,54.4253,119.9327,-9.26,94,100,3.15,overcast clouds
617,Luanda,AO,-8.8368,13.2343,77.0,88,75,10.36,broken clouds
618,Abu Samrah,SY,35.3029,37.1841,43.09,72,96,0.76,overcast clouds
619,Adre,TD,13.4667,22.2,60.01,16,1,13.67,clear sky
620,Ambon,ID,-3.6954,128.1814,86.14,66,20,16.11,few clouds
621,Bambous Virieux,MU,-20.3428,57.7575,79.05,94,75,9.22,light rain
622,Karakol,KG,42.4907,78.3936,14.36,64,19,7.83,few clouds
623,Tomatlan,MX,19.9333,-105.25,85.41,39,1,8.37,clear sky
624,Flinders,AU,-34.5833,150.8552,81.81,70,18,5.99,few clouds
625,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,-1.1,92,96,0.49,overcast clouds
626,Coihaique,CL,-45.5752,-72.0662,54.21,62,48,9.75,scattered clouds
627,Melnikovo,RU,56.5558,84.085,1.17,93,46,5.66,scattered clouds
628,Harindanga,IN,22.0383,88.3214,57.18,58,16,3.4,few clouds
629,Matamoros,MX,25.5333,-103.25,78.91,19,75,9.22,broken clouds
630,Dharur,IN,18.8167,76.1167,61.16,26,0,1.36,clear sky
631,Carutapera,BR,-1.195,-46.02,74.77,94,100,7.96,moderate rain
632,Kyren,RU,51.6828,102.1408,-5.76,84,40,1.63,scattered clouds
633,Mokhsogollokh,RU,61.4681,128.9203,-19.17,99,100,3.51,overcast clouds
634,Gobabis,NA,-22.45,18.9667,67.21,83,78,13.33,light rain
635,Nacala,MZ,-14.5428,40.6728,73.33,91,0,4.09,clear sky
636,Almaznyy,RU,48.0448,40.045,32.14,98,100,15.88,light snow
637,Whittlesea,ZA,-32.1759,26.8244,67.24,85,99,2.53,overcast clouds
638,Teknaf,BD,20.8624,92.3058,57.54,66,0,8.01,clear sky
639,Taitung,TW,22.7583,121.1444,61.07,77,75,9.22,broken clouds
640,Sidney,AU,-33.8679,151.2073,81.36,73,40,8.05,scattered clouds
641,Villeneuve-Sur-Lot,FR,44.5,0.6667,43.83,97,7,5.91,clear sky
642,Puerto Madryn,AR,-42.7692,-65.0385,57.9,47,62,12.64,broken clouds
643,Itarema,BR,-2.9248,-39.9167,77.04,83,100,8.86,overcast clouds
644,Yambio,SS,4.5721,28.3955,70.03,30,34,3.96,scattered clouds
645,Fort Nelson,CA,58.8053,-122.7002,-0.81,78,75,11.5,light snow
646,Agadez,NE,19.75,10.25,54.73,18,1,12.84,clear sky
647,Perth,AU,-31.9333,115.8333,71.78,62,0,14.97,clear sky
648,Namatanai,PG,-3.6667,152.4333,82.63,74,100,3.94,overcast clouds
649,Port Macquarie,AU,-31.4333,152.9167,81.9,71,7,4.45,clear sky
650,Cayenne,GF,4.9333,-52.3333,79.09,87,75,5.01,broken clouds
651,Tambopata,PE,-12.7333,-69.1833,76.89,88,75,4.61,broken clouds
652,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,19.57,scattered clouds
653,Barreiras,BR,-12.1528,-44.99,70.75,93,98,1.77,overcast clouds
654,Avera,US,33.194,-82.5271,55.45,53,0,12.01,clear sky
655,Nelson Bay,AU,-32.7167,152.15,82.76,80,71,1.99,light rain
656,Cantapoy,PH,9.4906,125.4364,77.85,81,67,3.13,broken clouds
657,Inongo,CD,-1.95,18.2667,77.05,59,98,2.98,overcast clouds
658,Margate,GB,51.3813,1.3862,44.96,80,95,8.01,overcast clouds
659,Suntar,RU,62.1444,117.6319,-17.68,99,83,3.69,broken clouds
660,Carndonagh,IE,55.25,-7.2667,42.19,77,86,28.61,overcast clouds
661,Batemans Bay,AU,-35.7167,150.1833,80.98,68,20,2.64,few clouds
662,Oga,IT,46.4631,10.347,34.88,47,47,3.78,scattered clouds
663,Celestun,MX,20.8667,-90.4,70.54,54,1,13.13,clear sky
664,Axim,GH,4.8699,-2.2405,78.44,86,98,5.19,overcast clouds
665,Lyubokhna,RU,53.5033,34.3885,32.36,98,100,7.11,light snow
666,Nago,JP,26.5881,127.9761,59.16,67,98,18.86,overcast clouds
667,Cairns,AU,-16.9167,145.7667,87.12,74,100,2.3,overcast clouds
668,Mazagao,BR,-0.115,-51.2894,75.25,97,93,3.83,moderate rain
669,Srivardhan,IN,18.0333,73.0167,69.28,60,0,5.35,clear sky
670,Erzincan,TR,39.75,39.5,13.3,85,75,1.14,mist
671,Felanitx,ES,39.4696,3.1483,52.45,83,0,9.4,clear sky
672,Aracati,BR,-4.5617,-37.7697,80.85,76,97,11.83,overcast clouds
673,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,80,57,15.08,broken clouds
674,Loubomo,CG,-4.1997,12.6739,72.01,96,100,3.33,overcast clouds
675,Cizer,RO,47.0667,22.8833,38.73,85,100,16.06,light rain
676,Gorontalo,ID,0.5412,123.0595,75.74,89,94,3.78,overcast clouds
677,Labuan,MY,5.2767,115.2417,77.36,94,20,6.91,thunderstorm
678,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,86.63,15,0,5.12,clear sky
679,Novouzensk,RU,50.4592,48.1431,26.28,95,95,9.51,overcast clouds
680,Koson,UZ,39.0375,65.585,34.12,68,3,3.38,clear sky
681,Alice Springs,AU,-23.7,133.8833,74.75,94,100,9.22,overcast clouds
682,Svetlogorsk,BY,52.6333,29.7333,30.88,96,100,8.14,overcast clouds
683,Havre-Saint-Pierre,CA,50.2334,-63.5986,12.2,72,20,17.27,few clouds
684,Guerrero Negro,MX,27.9769,-114.0611,64.17,54,92,14.05,overcast clouds
685,Daru,PG,-9.0763,143.2092,77.05,87,100,6.02,overcast clouds
686,Alcaniz,ES,41.05,-0.1333,55.08,44,0,5.46,clear sky
687,Porto Santo,PT,33.072,-16.3415,64.31,82,20,18.41,few clouds
688,Bundaberg,AU,-24.85,152.35,80.89,69,75,5.75,broken clouds
689,Malanje,AO,-9.5402,16.341,64.51,96,100,3.27,overcast clouds
690,Barabai,ID,-2.5833,115.3833,74.75,90,100,1.32,overcast clouds
691,Owerri,NG,5.4833,7.0304,72.66,42,100,2.68,overcast clouds
692,Tondano,ID,1.3038,124.9112,68.09,90,92,3.33,overcast clouds
693,Grand-Lahou,CI,5.1367,-5.0242,78.94,90,96,7.83,overcast clouds
